Hostname,Target,Sample Date YMD,Sample Time HHMM,Count in seconds,Incoming traffic in bps (avg day),Outgoing traffic in bps (avg day),Peak inbound traffic in bps,Peak outbound traffic in bps
sites,GigabitEthernet1/0,8/2/2021,2:00,1627862400,2312867.5,140586,3282821.9,4910441.5
sites,GigabitEthernet1/0,8/3/2021,2:00,1627948800,5564902.4,1238704.1,61391438.8,11589779.7
sites,GigabitEthernet1/0,8/4/2021,2:00,1628035200,5946821.9,1370412,39212421.2,7052493.6
sites,GigabitEthernet1/0,8/5/2021,2:00,1628121600,3027074.5,2886525.3,16466715,16345560
sites,GigabitEthernet1/0,8/6/2021,2:00,1628208000,6641474.6,3637427.4,71198567.5,14564708.4
sites,GigabitEthernet1/0,8/7/2021,2:00,1628294400,6237413.2,3885355.5,38689747.2,17419700.4
sites,GigabitEthernet1/0,8/8/2021,2:00,1628380800,1813411.3,4860648.1,8678162.5,63536053.7
sites,GigabitEthernet1/0,8/9/2021,2:00,1628467200,2235245.6,550909.7,3254657.1,3296939.8
sites,GigabitEthernet1/0,8/10/2021,2:00,1628553600,11774866.2,608887.9,93404065.5,15286496
sites,GigabitEthernet1/0,8/11/2021,2:00,1628640000,10534215,2228493,108587225.8,28993901.5
sites,GigabitEthernet1/0,8/12/2021,2:00,1628726400,6220448,625255.8,57081130.6,6847164.7
sites,GigabitEthernet1/0,8/13/2021,2:00,1628812800,10880273.1,1406526.2,84303620.6,41285951.5
sites,GigabitEthernet1/0,8/14/2021,2:00,1628899200,5819113,589594.2,37791105.2,31393480.3
sites,GigabitEthernet1/0,8/15/2021,2:00,1628985600,2845404.6,1400826.7,8617972.5,75140056.7
sites,GigabitEthernet1/0,8/16/2021,2:00,1629072000,74651.9,71311.9,445211,463825.2
sites,GigabitEthernet1/0,8/17/2021,2:00,1629158400,4652349.4,950640.1,42025967.7,14548834.9
sites,GigabitEthernet1/0,8/18/2021,2:00,1629244800,5233515.1,1294526.2,56191393.1,47290584.7
sites,GigabitEthernet1/0,8/19/2021,2:00,1629331200,6087643.1,852419.4,70958980.2,11453861.4
sites,GigabitEthernet1/0,8/20/2021,2:00,1629417600,6441975.2,1200613.2,88176520.5,45206028.5
sites,GigabitEthernet1/0,8/21/2021,2:00,1629504000,4547545.2,953800.2,21236884.2,47769755.4
sites,GigabitEthernet1/0,8/22/2021,2:00,1629590400,1471595.9,1480338.1,6574893.1,88890843.4
sites,GigabitEthernet1/0,8/23/2021,2:00,1629676800,2552009.4,104057.2,3588099.9,506384.1
sites,GigabitEthernet1/0,8/24/2021,2:00,1629763200,8077939.1,1176952,82301291.6,38762785.2
sites,GigabitEthernet1/0,8/25/2021,2:00,1629849600,6089809.6,678220,71578042.3,10768353.7
sites,GigabitEthernet1/0,8/26/2021,2:00,1629936000,5372207.3,916969.8,84539285.4,8976660.9
sites,GigabitEthernet1/0,8/27/2021,2:00,1630022400,5858570.1,841260.7,80530577.4,6626303.4
sites,GigabitEthernet1/0,8/28/2021,2:00,1630108800,4215834.9,1323733.1,85322185.9,21707736.6
sites,GigabitEthernet1/0,8/29/2021,2:00,1630195200,252291.3,2413239.3,6007746.2,104674051.7
sites,GigabitEthernet1/0,8/30/2021,2:00,1630281600,1872095.5,139182.7,14094063.1,551982.6
sites,GigabitEthernet1/0,8/31/2021,2:00,1630368000,8945062.9,1594384.6,110268105.8,18768318.3
sites,GigabitEthernet1/0,9/1/2021,2:00,1630454400,6597058,807172.8,89111507.8,5461726.4
sites,GigabitEthernet1/0,9/2/2021,2:00,1630540800,5273155.8,1427075.5,100887799.3,31371415.2
sites,GigabitEthernet1/0,9/3/2021,2:00,1630627200,7033850,2100585.9,109992243.3,25879586.6
sites,GigabitEthernet1/0,9/4/2021,2:00,1630713600,5931883.4,1433674.7,73824423.7,56594663.3
sites,GigabitEthernet1/0,9/5/2021,2:00,1630800000,258793.3,5512008.3,5930372.8,95948832.9
sites,GigabitEthernet1/0,9/6/2021,2:00,1630886400,92089.1,161916.3,3224313.1,1014648.2
sites,GigabitEthernet1/0,9/7/2021,2:00,1630972800,7353258,4993513.8,68475471.1,95664470
sites,GigabitEthernet1/0,9/8/2021,2:00,1631059200,5054331.6,18532990.3,44786612.6,77963387.8
sites,GigabitEthernet1/0,9/9/2021,2:00,1631145600,4008166.4,5188174.9,27882933.5,56529644.7
sites,GigabitEthernet1/0,9/10/2021,2:00,1631232000,6481099.9,2045699.8,74994145.7,22465929.9
sites,GigabitEthernet1/0,9/11/2021,2:00,1631318400,7948968.3,1097810.1,99102637.2,12518816.3
sites,GigabitEthernet1/0,9/12/2021,2:00,1631404800,201696.8,1636136.7,5923187.3,73226275.5
sites,GigabitEthernet1/0,9/13/2021,2:00,1631491200,82747,69423,1933915.7,615955.2
sites,GigabitEthernet1/0,9/14/2021,2:00,1631577600,9373710.9,2382141.6,119064064.7,16997412.3
sites,GigabitEthernet1/0,9/15/2021,2:00,1631664000,7956064.3,2081488.8,118162350.8,17725021.4
sites,GigabitEthernet1/0,9/16/2021,2:00,1631750400,9729123,2108811.8,113934565.9,17097652.4
sites,GigabitEthernet1/0,9/17/2021,2:00,1631836800,6932811.9,1286364.1,114577809.3,26532382.9
sites,GigabitEthernet1/0,9/18/2021,2:00,1631923200,8161320,1850392,115568190.8,69052938.4
sites,GigabitEthernet1/0,9/19/2021,2:00,1632009600,220851.5,2357197.4,5950324.2,58344181.1
sites,GigabitEthernet1/0,9/20/2021,2:00,1632096000,2712098.9,603820.2,119192799.5,12158416.6
sites,GigabitEthernet1/0,9/21/2021,2:00,1632182400,12774982,3953939.4,115755645.8,81298611.1
sites,GigabitEthernet1/0,9/22/2021,2:00,1632268800,10875177,29174076.9,103389775.1,99339554.5
sites,GigabitEthernet1/0,9/23/2021,2:00,1632355200,7322408.5,3542729.4,89723319,101390344.6
sites,GigabitEthernet1/0,9/24/2021,2:00,1632441600,8377686.4,3947779.5,117121181,83439605.9
sites,GigabitEthernet1/0,9/25/2021,2:00,1632528000,5109332.6,1621515.1,86503889.8,39405753.9
sites,GigabitEthernet1/0,9/26/2021,2:00,1632614400,316253.4,5509130,5959503.8,79827683
sites,GigabitEthernet1/0,9/27/2021,2:00,1632700800,93206.8,196148,1510762.2,24749546.7
sites,GigabitEthernet1/0,9/28/2021,2:00,1632787200,0,0,0,0
sites,GigabitEthernet1/0,9/29/2021,2:00,1632873600,0,0,0,0
sites,GigabitEthernet1/0,9/30/2021,2:00,1632960000,11304212.6,2092482,175103902.3,18380562.3
sites,GigabitEthernet1/0,10/1/2021,2:00,1633046400,31513521.3,11039166.4,175385245.7,138002173.6
sites,GigabitEthernet1/0,10/2/2021,2:00,1633132800,6218027.1,1859330.8,57225701.5,38621584.3
sites,GigabitEthernet1/0,10/3/2021,2:00,1633219200,274836.6,1575367,5993364.7,63897702.8
sites,GigabitEthernet1/0,10/4/2021,2:00,1633305600,216757.4,724812.6,2415676.4,58510328.7
sites,GigabitEthernet1/0,10/5/2021,2:00,1633392000,26095281.6,35019325.4,174964169,93136203.6
sites,GigabitEthernet1/0,10/6/2021,2:00,1633478400,31113551.9,56585094.3,175516362,100358624.5
sites,GigabitEthernet1/0,10/7/2021,2:00,1633564800,20996492.1,85162126.9,175220458.5,99868281.3
sites,GigabitEthernet1/0,10/8/2021,2:00,1633651200,30291079.8,47259053.6,175725337,96123403.2
sites,GigabitEthernet1/0,10/9/2021,2:00,1633737600,29119728.7,2877223.7,175910745,57956832.9
sites,GigabitEthernet1/0,10/10/2021,2:00,1633824000,248892.5,1834603,5973302.1,104729484.7
sites,GigabitEthernet1/0,10/11/2021,2:00,1633910400,108056.2,60900,353832.4,294804.9
sites,GigabitEthernet1/0,10/12/2021,2:00,1633996800,24072017.3,20292262.8,175311824.9,95259529.7
sites,GigabitEthernet1/0,10/13/2021,2:00,1634083200,26321370.2,6817052.8,175283772.4,148978841.4
sites,GigabitEthernet1/0,10/14/2021,2:00,1634169600,19530413.3,2979194,175534259.6,20289284.9
sites,GigabitEthernet1/0,10/15/2021,2:00,1634256000,30072138.9,10845476.6,175191568.1,156388962.4
sites,GigabitEthernet1/0,10/16/2021,2:00,1634342400,22823637.9,2737914,175543983.5,53927233.8
sites,GigabitEthernet1/0,10/17/2021,2:00,1634428800,323247.2,3354891.4,5977899.9,172428148.4
sites,GigabitEthernet1/0,10/18/2021,2:00,1634515200,134833.5,79544.8,464993.8,481779.7
sites,GigabitEthernet1/0,10/19/2021,2:00,1634601600,26369506.7,3200125.6,175145038.1,78716396.4
sites,GigabitEthernet1/0,10/20/2021,2:00,1634688000,27153522.8,2907396.5,175467867.2,18296200.5
sites,GigabitEthernet1/0,10/21/2021,2:00,1634774400,23306033.7,3079634.3,174633601.7,32676620.8
sites,GigabitEthernet1/0,10/22/2021,2:00,1634860800,28441829.6,4145807,175631011,65558963.8
sites,GigabitEthernet1/0,10/23/2021,2:00,1634947200,6893382.7,1493180,138545818.7,7813592.5
sites,GigabitEthernet1/0,10/24/2021,2:00,1635033600,251568.8,1423285.5,5974593.5,86904479.8
sites,GigabitEthernet1/0,10/25/2021,2:00,1635120000,108869.9,64234,469706.6,938128.4
sites,GigabitEthernet1/0,10/26/2021,2:00,1635206400,6232779,1959849.6,90397980.1,55616441
sites,GigabitEthernet1/0,10/27/2021,2:00,1635292800,7371004,1198758.2,111053704.4,21059382.4
sites,GigabitEthernet1/0,10/28/2021,2:00,1635379200,9359875.3,12216100,126225012.9,170019630.2
sites,GigabitEthernet1/0,10/29/2021,2:00,1635465600,26016125.5,53967757,136330395.1,167728016.8
sites,GigabitEthernet1/0,10/30/2021,2:00,1635552000,19907515.5,91102975,108500772.2,172783368.6
sites,GigabitEthernet1/0,10/31/2021,2:00,1635638400,266610.9,3167967.2,5900548.3,157077426.3
sites,GigabitEthernet1/0,11/1/2021,1:00,1635724800,123041.6,106495,461777.1,7585369.5
sites,GigabitEthernet1/0,11/2/2021,1:00,1635811200,135776.9,140821.9,5322769,20153057.3
sites,GigabitEthernet1/0,11/3/2021,1:00,1635897600,34547924,20236601.1,174601003.1,86069508.4
sites,GigabitEthernet1/0,11/4/2021,1:00,1635984000,35541623.9,3826019.9,168350366.3,122029348.4
sites,GigabitEthernet1/0,11/5/2021,1:00,1636070400,12335615.5,2739624.8,175386934.3,87811917.8
sites,GigabitEthernet1/0,11/6/2021,1:00,1636156800,33191336,1705471.9,171516969.7,8901997.9
sites,GigabitEthernet1/0,11/7/2021,1:00,1636243200,296729.8,1637743.5,5979600.8,84450622.3
sites,GigabitEthernet1/0,11/8/2021,1:00,1636329600,155162.5,88546.6,1661734.9,627862.4
sites,GigabitEthernet1/0,11/9/2021,1:00,1636416000,18742679.2,2208333.2,168790881.6,18205182.8
sites,GigabitEthernet1/0,11/10/2021,1:00,1636502400,34948993.9,36218451.7,175132525.6,94713280.5
sites,GigabitEthernet1/0,11/11/2021,1:00,1636588800,28220753.7,27824905.7,175043168,145906386.4
sites,GigabitEthernet1/0,11/12/2021,1:00,1636675200,173865.5,476455,5484391.6,52576489.9
sites,GigabitEthernet1/0,11/13/2021,1:00,1636761600,248782.2,2161992.5,5571568.2,61544276.2
sites,GigabitEthernet1/0,11/14/2021,1:00,1636848000,296449,1453617.2,5968950.6,65724313.5
sites,GigabitEthernet1/0,11/15/2021,1:00,1636934400,120789.4,68570.9,486173.7,1219493.4
sites,GigabitEthernet1/0,11/16/2021,1:00,1637020800,38905517.5,22733052.7,175089188.8,118368832.3
sites,GigabitEthernet1/0,11/17/2021,1:00,1637107200,18666334,14482005,174357752.7,149853495.8
sites,GigabitEthernet1/0,11/18/2021,1:00,1637193600,28440854.6,9821430.1,175365040.4,159933589.3
sites,GigabitEthernet1/0,11/19/2021,1:00,1637280000,27491672,6812135.1,175481504.2,88729496.2
sites,GigabitEthernet1/0,11/20/2021,1:00,1637366400,22971880.9,7349417.9,175626957.8,37371580.7
sites,GigabitEthernet1/0,11/21/2021,1:00,1637452800,311307.2,1581631.7,6464377.3,100715441.7
sites,GigabitEthernet1/0,11/22/2021,1:00,1637539200,121206.4,62317.4,1257204.4,672556.4
